Chr_ann1,Start_ann1,End_ann1,Chr_ann2,Start_ann2,End_ann2,ChIN,Annotation1,Annotation2
Chr01,360932,363114,Chr01,377115,378732,7,ZS01g0017000,ZS01g0017300
Chr01,360932,363114,Chr01,391727,393007,6,ZS01g0017000,ZS01g0017500
Chr01,360932,363114,Chr01,398585,400080,4,ZS01g0017000,ZS01g0017600
Chr01,367697,368951,Chr01,377115,378732,10,ZS01g0017100,ZS01g0017300
Chr01,367697,368951,Chr01,398585,400080,4,ZS01g0017100,ZS01g0017600
Chr01,377115,378732,Chr01,391727,393007,4,ZS01g0017300,ZS01g0017500
Chr01,377115,378732,Chr01,398585,400080,8,ZS01g0017300,ZS01g0017600
Chr01,388617,389795,Chr01,398585,400080,4,ZS01g0017400,ZS01g0017600
Chr01,398585,400080,Chr01,467082,468910,4,ZS01g0017600,ZS01g0018400
Chr01,401657,403189,Chr01,414906,416349,4,ZS01g0017700,ZS01g0017800
Chr01,414906,416349,Chr01,452329,455011,4,ZS01g0017800,ZS01g0018100
Chr01,452329,455011,Chr01,464346,466324,6,ZS01g0018100,ZS01g0018300
Chr01,464346,466324,Chr01,496666,498800,7,ZS01g0018300,ZS01g0018800
Chr01,467082,468910,Chr01,484265,485571,4,ZS01g0018400,ZS01g0018500
Chr01,467082,468910,Chr01,485544,487389,4,ZS01g0018400,ZS01g0018600
Chr01,467082,468910,Chr01,496666,498800,8,ZS01g0018400,ZS01g0018800
Chr01,467082,468910,Chr01,501780,503462,5,ZS01g0018400,ZS01g0018900
Chr01,485544,487389,Chr01,496666,498800,15,ZS01g0018600,ZS01g0018800
Chr01,485544,487389,Chr01,501780,503462,5,ZS01g0018600,ZS01g0018900
Chr01,487846,488746,Chr01,496666,498800,4,ZS01g0018700,ZS01g0018800
Chr01,540939,542271,Chr01,547682,550088,5,ZS01g0019700,ZS01g0019800
Chr01,568451,571845,Chr01,587244,588663,4,ZS01g0020000,ZS01g0020400
Chr01,577419,579752,Chr01,587244,588663,4,ZS01g0020200,ZS01g0020400
Chr01,587244,588663,Chr01,617290,618937,4,ZS01g0020400,ZS01g0021000
Chr01,617290,618937,Chr01,629046,630502,5,ZS01g0021000,ZS01g0021200
Chr01,704387,705374,Chr01,33584578,33586908,4,ZS01g0022900,ZS01g0689900
Chr01,742619,744763,Chr01,765877,767252,5,ZS01g0023900,ZS01g0024100
Chr01,742619,744763,Chr01,796839,797568,5,ZS01g0023900,ZS01g0024600
Chr01,894093,895653,Chr01,930952,934279,4,ZS01g0026900,ZS01g0027200
Chr01,920589,921629,Chr01,930952,934279,6,ZS01g0027000,ZS01g0027200
Chr01,930952,934279,Chr01,943881,945341,9,ZS01g0027200,ZS01g0027400
Chr01,930952,934279,Chr01,946113,947403,6,ZS01g0027200,ZS01g0027400
Chr01,930952,934279,Chr01,949416,952706,14,ZS01g0027200,ZS01g0027400
Chr01,967475,971704,Chr01,981049,983118,15,ZS01g0027500,ZS01g0027800
Chr01,1027596,1029062,Chr01,1043537,1044957,4,ZS01g0028300,ZS01g0028700
Chr01,1030981,1032307,Chr01,1039116,1040645,4,ZS01g0028300,ZS01g0028500
Chr01,1039116,1040645,Chr01,1051911,1053157,7,ZS01g0028500,ZS01g0028700
Chr01,1043537,1044957,Chr01,1054797,1055740,4,ZS01g0028700,ZS01g0028800
Chr01,1056839,1058010,Chr01,1075804,1077333,4,ZS01g0028900,ZS01g0029100
Chr01,1056839,1058010,Chr01,1105891,1107515,4,ZS01g0028900,ZS01g0029500
Chr01,1105891,1107515,Chr01,28790982,28792992,4,ZS01g0029500,ZS01g0602200
Chr01,1278148,1279608,Chr01,1286049,1287405,7,ZS01g0032700,ZS01g0032800
Chr01,1286049,1287405,Chr01,1298789,1300486,4,ZS01g0032800,ZS01g0032900
Chr01,1286049,1287405,Chr01,1301356,1303212,4,ZS01g0032800,ZS01g0033000
Chr01,1372358,1373862,Chr01,1381257,1382673,5,ZS01g0034100,ZS01g0034200
Chr01,1413244,1414078,Chr01,1422289,1424099,6,ZS01g0034700,ZS01g0034900
Chr01,1422289,1424099,Chr01,1445950,1447481,13,ZS01g0034900,ZS01g0035600
Chr01,1523438,1524278,Chr01,1549097,1551321,5,ZS01g0036300,ZS01g0036600
Chr01,1531525,1533318,Chr01,1546603,1548936,10,ZS01g0036500,ZS01g0036600
Chr01,1531525,1533318,Chr01,1549097,1551321,7,ZS01g0036500,ZS01g0036600
Chr01,1531525,1533318,Chr01,1593905,1596782,4,ZS01g0036500,ZS01g0037200
Chr01,1559221,1560733,Chr01,1586519,1588060,6,ZS01g0036700,ZS01g0037000
Chr01,1586519,1588060,Chr01,1593905,1596782,6,ZS01g0037000,ZS01g0037200
Chr01,1616812,1618308,Chr01,1638406,1639584,5,ZS01g0037500,ZS01g0037900
Chr01,1664229,1665388,Chr01,1715541,1717819,4,ZS01g0038100,ZS01g0039600
Chr01,1664229,1665388,Chr01,1725738,1727446,7,ZS01g0038100,ZS01g0039900
Chr01,1715541,1717819,Chr01,1725738,1727446,6,ZS01g0039600,ZS01g0039900
Chr01,1804245,1805857,Chr01,1818650,1819951,11,ZS01g0040700,ZS01g0041100
Chr01,1804245,1805857,Chr01,1844156,1848284,16,ZS01g0040700,ZS01g0041500
Chr01,1807361,1808713,Chr01,1818650,1819951,7,ZS01g0040800,ZS01g0041100
Chr01,1809092,1810347,Chr01,1818650,1819951,6,ZS01g0040900,ZS01g0041100
Chr01,1809092,1810347,Chr01,1844156,1848284,4,ZS01g0040900,ZS01g0041500
Chr01,2007265,2008755,Chr01,2019771,2021852,6,ZS01g0045200,ZS01g0045500
Chr01,2013256,2014208,Chr01,2023603,2026285,9,ZS01g0045300,ZS01g0045600
Chr01,2019771,2021852,Chr01,2032451,2035637,4,ZS01g0045500,ZS01g0045800
Chr01,2023603,2026285,Chr01,2032451,2035637,9,ZS01g0045600,ZS01g0045800
Chr01,2032451,2035637,Chr01,2068059,2070189,8,ZS01g0045800,ZS01g0046400
Chr01,2032451,2035637,Chr01,2078913,2081416,4,ZS01g0045800,ZS01g0046500
Chr01,2068059,2070189,Chr01,2085435,2086873,4,ZS01g0046400,ZS01g0046600
Chr01,2085435,2086873,Chr01,2149880,2152762,6,ZS01g0046600,ZS01g0047400
Chr01,2101768,2103706,Chr01,2149880,2152762,12,ZS01g0046800,ZS01g0047400
Chr01,2149880,2152762,Chr01,2169532,2170882,5,ZS01g0047400,ZS01g0047500
Chr01,2193913,2195180,Chr01,2242313,2245573,4,ZS01g0047900,ZS01g0048600
Chr01,2205418,2206404,Chr01,2218059,2220297,5,ZS01g0048000,ZS01g0048300
Chr01,2209518,2210985,Chr01,2218059,2220297,11,ZS01g0048100,ZS01g0048300
Chr01,2209518,2210985,Chr01,2223034,2224530,4,ZS01g0048100,ZS01g0048400
Chr01,2209518,2210985,Chr01,2242313,2245573,4,ZS01g0048100,ZS01g0048600
Chr01,2218059,2220297,Chr01,2230150,2233383,8,ZS01g0048300,ZS01g0048500
Chr01,2218059,2220297,Chr01,2242313,2245573,7,ZS01g0048300,ZS01g0048600
Chr01,2223034,2224530,Chr01,2230150,2233383,10,ZS01g0048400,ZS01g0048500
Chr01,2230150,2233383,Chr01,2240113,2240937,4,ZS01g0048500,ZS01g0048600
Chr01,2230150,2233383,Chr01,2242313,2245573,14,ZS01g0048500,ZS01g0048600
Chr01,2230150,2233383,Chr01,2328879,2329951,5,ZS01g0048500,ZS01g0049700
Chr01,2327134,2328634,Chr01,2335876,2337115,4,ZS01g0049600,ZS01g0049700
Chr01,2327134,2328634,Chr01,2337695,2338387,5,ZS01g0049600,ZS01g0049800
Chr01,2333247,2334522,Chr01,2375082,2378739,4,ZS01g0049700,ZS01g0051300
Chr01,2337695,2338387,Chr01,2347726,2348960,4,ZS01g0049800,ZS01g0050000
Chr01,2347726,2348960,Chr01,2375082,2378739,9,ZS01g0050000,ZS01g0051300
Chr01,2353493,2354541,Chr01,2375082,2378739,12,ZS01g0050200,ZS01g0051300
Chr01,2356399,2357319,Chr01,2375082,2378739,13,ZS01g0050300,ZS01g0051300
Chr01,2375082,2378739,Chr01,2410009,2410575,6,ZS01g0051300,ZS01g0051600
Chr01,2479885,2481391,Chr01,2517935,2519750,4,ZS01g0052800,ZS01g0053600
Chr01,2508447,2509775,Chr01,2517935,2519750,4,ZS01g0053400,ZS01g0053600
Chr01,2548892,2549988,Chr01,2571618,2572870,5,ZS01g0053800,ZS01g0054200
Chr01,2639048,2640766,Chr01,2648067,2650518,4,ZS01g0055500,ZS01g0055600
Chr01,2648067,2650518,Chr01,2655792,2657446,4,ZS01g0055600,ZS01g0055700
Chr01,2648067,2650518,Chr01,2658808,2659840,10,ZS01g0055600,ZS01g0055900
Chr01,2648067,2650518,Chr01,2663233,2664925,9,ZS01g0055600,ZS01g0056000
Chr01,2655792,2657446,Chr01,2663233,2664925,4,ZS01g0055700,ZS01g0056000
Chr01,2679896,2680994,Chr01,2709615,2711252,4,ZS01g0056300,ZS01g0056700
Chr01,2705211,2707620,Chr01,2715003,2717087,10,ZS01g0056600,ZS01g0056800
Chr01,2705211,2707620,Chr01,2729353,2731105,10,ZS01g0056600,ZS01g0056900
Chr01,2709615,2711252,Chr01,2721298,2722255,7,ZS01g0056700,ZS01g0056800
Chr01,2709615,2711252,Chr01,2729353,2731105,9,ZS01g0056700,ZS01g0056900
Chr01,2715003,2717087,Chr01,2729353,2731105,10,ZS01g0056800,ZS01g0056900
Chr01,2715003,2717087,Chr01,2738325,2740644,4,ZS01g0056800,ZS01g0057000
Chr01,2717195,2718472,Chr01,2729353,2731105,7,ZS01g0056800,ZS01g0056900
Chr01,2721298,2722255,Chr01,2729353,2731105,5,ZS01g0056800,ZS01g0056900
Chr01,2721298,2722255,Chr01,2743737,2744599,4,ZS01g0056800,ZS01g0057200
Chr01,2729353,2731105,Chr01,2738325,2740644,9,ZS01g0056900,ZS01g0057000
Chr01,2729353,2731105,Chr01,2743737,2744599,4,ZS01g0056900,ZS01g0057200
Chr01,2755671,2759441,Chr01,2770050,2771558,5,ZS01g0057500,ZS01g0057800
Chr01,2755671,2759441,Chr01,2776394,2778154,4,ZS01g0057500,ZS01g0058000
Chr01,2770050,2771558,Chr01,2780180,2782128,5,ZS01g0057800,ZS01g0058100
Chr01,2776394,2778154,Chr01,2788884,2790568,4,ZS01g0058000,ZS01g0058300
Chr01,2780180,2782128,Chr01,2788884,2790568,6,ZS01g0058100,ZS01g0058300
Chr01,2788884,2790568,Chr01,2804121,2805755,5,ZS01g0058300,ZS01g0058700
Chr01,2788884,2790568,Chr01,2806107,2807545,4,ZS01g0058300,ZS01g0058800
Chr01,2900051,2901469,Chr01,2910181,2911508,8,ZS01g0060900,ZS01g0061100
Chr01,2910181,2911508,Chr01,2946621,2948573,6,ZS01g0061100,ZS01g0062200
Chr01,2946621,2948573,Chr01,2957212,2958767,5,ZS01g0062200,ZS01g0062500
Chr01,3050131,3052150,Chr01,3059675,3060887,10,ZS01g0064200,ZS01g0064300
Chr01,3200194,3202315,Chr01,3221492,3222936,4,ZS01g0067300,ZS01g0067500
Chr01,3287659,3288949,Chr01,3296851,3297900,5,ZS01g0068600,ZS01g0068900
Chr01,3287659,3288949,Chr01,3330776,3333853,4,ZS01g0068600,ZS01g0069400
Chr01,3295475,3296730,Chr01,3310348,3312188,4,ZS01g0068900,ZS01g0069000
Chr01,3295475,3296730,Chr01,3314175,3315860,5,ZS01g0068900,ZS01g0069100
Chr01,3296851,3297900,Chr01,3310348,3312188,7,ZS01g0068900,ZS01g0069000
Chr01,3310348,3312188,Chr01,3320521,3321928,7,ZS01g0069000,ZS01g0069300
Chr01,3310348,3312188,Chr01,3330776,3333853,7,ZS01g0069000,ZS01g0069400
Chr01,3314175,3315860,Chr01,3329454,3330542,5,ZS01g0069100,ZS01g0069300
Chr01,3320521,3321928,Chr01,3330776,3333853,5,ZS01g0069300,ZS01g0069400
Chr01,3330776,3333853,Chr01,3368029,3369509,7,ZS01g0069400,ZS01g0070200
Chr01,3330776,3333853,Chr01,3372616,3374034,4,ZS01g0069400,ZS01g0070300
Chr01,3336815,3337799,Chr01,3356864,3357962,4,ZS01g0069500,ZS01g0069800
Chr01,3336815,3337799,Chr01,3378450,3380241,4,ZS01g0069500,ZS01g0070400
Chr01,3347802,3350834,Chr01,3368029,3369509,6,ZS01g0069700,ZS01g0070200
Chr01,3356864,3357962,Chr01,3368029,3369509,7,ZS01g0069800,ZS01g0070200
Chr01,3356864,3357962,Chr01,3372616,3374034,4,ZS01g0069800,ZS01g0070300
Chr01,3356864,3357962,Chr01,3378450,3380241,4,ZS01g0069800,ZS01g0070400
Chr01,3361441,3362752,Chr01,3372616,3374034,10,ZS01g0069900,ZS01g0070300
Chr01,3361441,3362752,Chr01,3378450,3380241,5,ZS01g0069900,ZS01g0070400
Chr01,3368029,3369509,Chr01,3378450,3380241,6,ZS01g0070200,ZS01g0070400
Chr01,3454553,3456396,Chr01,3469169,3470435,8,ZS01g0071400,ZS01g0071500
Chr01,3469169,3470435,Chr01,3486467,3487569,8,ZS01g0071500,ZS01g0071700
Chr01,3477144,3479296,Chr01,3486467,3487569,8,ZS01g0071600,ZS01g0071700
Chr01,3542894,3545394,Chr01,3558510,3560699,4,ZS01g0072400,ZS01g0072700
Chr01,3579870,3581339,Chr01,3599134,3601039,4,ZS01g0073200,ZS01g0073600
Chr01,3579870,3581339,Chr01,3615478,3616726,5,ZS01g0073200,ZS01g0074100
Chr01,3583216,3585429,Chr01,3593977,3595445,6,ZS01g0073300,ZS01g0073500
Chr01,3583216,3585429,Chr01,3599134,3601039,8,ZS01g0073300,ZS01g0073600
Chr01,3583216,3585429,Chr01,3607830,3609033,7,ZS01g0073300,ZS01g0073800
Chr01,3583216,3585429,Chr01,3613021,3614487,5,ZS01g0073300,ZS01g0074000
Chr01,3583216,3585429,Chr01,3615478,3616726,7,ZS01g0073300,ZS01g0074100
Chr01,3589548,3590844,Chr01,3607830,3609033,4,ZS01g0073400,ZS01g0073800
Chr01,3589548,3590844,Chr01,3615478,3616726,6,ZS01g0073400,ZS01g0074100
Chr01,3593977,3595445,Chr01,3607830,3609033,8,ZS01g0073500,ZS01g0073800
Chr01,3593977,3595445,Chr01,3613021,3614487,6,ZS01g0073500,ZS01g0074000
Chr01,3593977,3595445,Chr01,3615478,3616726,5,ZS01g0073500,ZS01g0074100
Chr01,3599134,3601039,Chr01,3607830,3609033,8,ZS01g0073600,ZS01g0073800
Chr01,3599134,3601039,Chr01,3613021,3614487,13,ZS01g0073600,ZS01g0074000
Chr01,3607830,3609033,Chr01,3615478,3616726,5,ZS01g0073800,ZS01g0074100
Chr01,3616998,3618036,Chr01,3692792,3695197,4,ZS01g0074100,ZS01g0075000
Chr01,3686734,3689364,Chr01,3702392,3703030,5,ZS01g0074900,ZS01g0075300
Chr01,3692792,3695197,Chr01,3700758,3701982,5,ZS01g0075000,ZS01g0075200
Chr01,3692792,3695197,Chr01,3702392,3703030,4,ZS01g0075000,ZS01g0075300
Chr01,3692792,3695197,Chr01,3712002,3714976,9,ZS01g0075000,ZS01g0075600
Chr01,3712002,3714976,Chr01,3724673,3726335,5,ZS01g0075600,ZS01g0075800
Chr01,3763510,3765318,Chr01,3787672,3790840,8,ZS01g0076500,ZS01g0076600
Chr01,3787672,3790840,Chr01,3957242,3959420,4,ZS01g0076600,ZS01g0078600
Chr01,3939495,3941077,Chr01,3949390,3950124,7,ZS01g0078200,ZS01g0078400
Chr01,3939495,3941077,Chr01,3951679,3954708,9,ZS01g0078200,ZS01g0078500
Chr01,3939495,3941077,Chr01,3957242,3959420,5,ZS01g0078200,ZS01g0078600
Chr01,3942101,3943082,Chr01,3951679,3954708,5,ZS01g0078300,ZS01g0078500
Chr01,3942101,3943082,Chr01,3957242,3959420,7,ZS01g0078300,ZS01g0078600
Chr01,3946260,3947553,Chr01,3957242,3959420,9,ZS01g0078400,ZS01g0078600
Chr01,3949390,3950124,Chr01,3957242,3959420,9,ZS01g0078400,ZS01g0078600
Chr01,3973347,3974436,Chr01,3985395,3986469,5,ZS01g0078800,ZS01g0079100
Chr01,3999797,4001389,Chr01,4008972,4010709,5,ZS01g0079200,ZS01g0079400
Chr01,4008972,4010709,Chr01,4061486,4063806,6,ZS01g0079400,ZS01g0079900
Chr01,4024480,4025692,Chr01,4034578,4036976,7,ZS01g0079500,ZS01g0079600
Chr01,4034578,4036976,Chr01,4045286,4046396,5,ZS01g0079600,ZS01g0079700
Chr01,4034578,4036976,Chr01,4052493,4055544,8,ZS01g0079600,ZS01g0079800
Chr01,4052493,4055544,Chr01,4085342,4088231,4,ZS01g0079800,ZS01g0080100
Chr01,4058910,4059564,Chr01,4085342,4088231,5,ZS01g0079800,ZS01g0080100
Chr01,4061486,4063806,Chr01,4082153,4083684,4,ZS01g0079900,ZS01g0080000
Chr01,4085342,4088231,Chr01,31023964,31026830,4,ZS01g0080100,ZS01g0639900
Chr01,4183408,4184569,Chr01,4191137,4192689,5,ZS01g0081500,ZS01g0081600
Chr01,4191137,4192689,Chr01,4202017,4204287,7,ZS01g0081600,ZS01g0081900
Chr01,4202017,4204287,Chr01,4212978,4215056,17,ZS01g0081900,ZS01g0082000
Chr01,4263652,4265361,Chr01,4299911,4304085,4,ZS01g0082200,ZS01g0082800
Chr01,4266690,4267972,Chr01,4299911,4304085,4,ZS01g0082300,ZS01g0082800
Chr01,4275605,4276523,Chr01,4293636,4296128,4,ZS01g0082400,ZS01g0082700
Chr01,4293636,4296128,Chr01,4299911,4304085,7,ZS01g0082700,ZS01g0082800
Chr01,4293636,4296128,Chr01,4313403,4314738,4,ZS01g0082700,ZS01g0083100
Chr01,4299911,4304085,Chr01,4313403,4314738,9,ZS01g0082800,ZS01g0083100
Chr01,4299911,4304085,Chr01,4318004,4318558,6,ZS01g0082800,ZS01g0083200
Chr01,4313403,4314738,Chr01,4323774,4325013,7,ZS01g0083100,ZS01g0083300
Chr01,4323774,4325013,Chr01,4341463,4344079,6,ZS01g0083300,ZS01g0083700
Chr01,4341463,4344079,Chr01,4362021,4363446,6,ZS01g0083700,ZS01g0083900
Chr01,4351537,4352433,Chr01,4362021,4363446,4,ZS01g0083800,ZS01g0083900
Chr01,4362021,4363446,Chr01,4374354,4375498,5,ZS01g0083900,ZS01g0084000
Chr01,4362021,4363446,Chr01,4376707,4378615,6,ZS01g0083900,ZS01g0084100
Chr01,4370758,4372502,Chr01,4414973,4416683,4,ZS01g0084000,ZS01g0084700
Chr01,4404546,4405653,Chr01,4414973,4416683,10,ZS01g0084500,ZS01g0084700
Chr01,4414973,4416683,Chr01,4448956,4450423,4,ZS01g0084700,ZS01g0085000
Chr01,4487012,4488752,Chr01,4501788,4503291,9,ZS01g0085500,ZS01g0085600
Chr01,4537821,4539353,Chr01,4555187,4558485,5,ZS01g0086000,ZS01g0086300
Chr01,4540233,4542195,Chr01,4549899,4551503,4,ZS01g0086100,ZS01g0086200
Chr01,4540233,4542195,Chr01,4555187,4558485,4,ZS01g0086100,ZS01g0086300
Chr01,4603133,4605200,Chr01,4617961,4620157,5,ZS01g0087100,ZS01g0087200
Chr01,4603133,4605200,Chr01,4646410,4648349,5,ZS01g0087100,ZS01g0087700
Chr01,4653959,4656139,Chr01,4665772,4668006,7,ZS01g0087900,ZS01g0088000
Chr01,4653959,4656139,Chr01,4687155,4689634,5,ZS01g0087900,ZS01g0088300
Chr01,4665772,4668006,Chr01,4687155,4689634,9,ZS01g0088000,ZS01g0088300
Chr01,4673033,4674273,Chr01,4687155,4689634,12,ZS01g0088100,ZS01g0088300
Chr01,4687155,4689634,Chr01,4699547,4701307,7,ZS01g0088300,ZS01g0088500
Chr01,4748835,4751889,Chr01,4767798,4768128,4,ZS01g0089300,ZS01g0089400
Chr01,4748835,4751889,Chr01,4779205,4781869,12,ZS01g0089300,ZS01g0089700
Chr01,4748835,4751889,Chr01,4788487,4789882,4,ZS01g0089300,ZS01g0089900
Chr01,4767798,4768128,Chr01,4779205,4781869,10,ZS01g0089400,ZS01g0089700
Chr01,4767798,4768128,Chr01,4791360,4793444,4,ZS01g0089400,ZS01g0089900
Chr01,4779205,4781869,Chr01,4788487,4789882,5,ZS01g0089700,ZS01g0089900
Chr01,4779205,4781869,Chr01,4791360,4793444,10,ZS01g0089700,ZS01g0089900
Chr01,4779205,4781869,Chr01,4844759,4848856,5,ZS01g0089700,ZS01g0090700
Chr01,4821964,4823054,Chr01,4831857,4833383,4,ZS01g0090200,ZS01g0090500
Chr01,4826466,4827674,Chr01,4835457,4837492,4,ZS01g0090400,ZS01g0090600
Chr01,4831857,4833383,Chr01,4860311,4863402,5,ZS01g0090500,ZS01g0090900
Chr01,4835457,4837492,Chr01,4844759,4848856,9,ZS01g0090600,ZS01g0090700
Chr01,4835457,4837492,Chr01,4860311,4863402,8,ZS01g0090600,ZS01g0090900
Chr01,4844759,4848856,Chr01,4860311,4863402,15,ZS01g0090700,ZS01g0090900
Chr01,4844759,4848856,Chr01,4870928,4872420,10,ZS01g0090700,ZS01g0091000
Chr01,4914161,4917623,Chr01,4930153,4932175,7,ZS01g0091400,ZS01g0091500
Chr01,4956740,4957959,Chr01,5036686,5038088,6,ZS01g0091700,ZS01g0092800
Chr01,5039507,5041317,Chr01,5057520,5059815,5,ZS01g0092900,ZS01g0093000
Chr01,5057520,5059815,Chr01,5071340,5072638,7,ZS01g0093000,ZS01g0093100
Chr01,5166820,5168026,Chr01,5191156,5192401,5,ZS01g0094000,ZS01g0094100
Chr01,5239358,5240791,Chr01,5249153,5252017,9,ZS01g0094800,ZS01g0095000
Chr01,5249153,5252017,Chr01,5276505,5278720,5,ZS01g0095000,ZS01g0095400
Chr01,5263476,5265158,Chr01,5276505,5278720,4,ZS01g0095200,ZS01g0095400
Chr01,5316768,5319546,Chr01,5340224,5342189,4,ZS01g0105700,ZS01g0106000
Chr01,5408785,5410395,Chr01,5449952,5451889,8,ZS01g0106800,ZS01g0107100
Chr01,5480065,5482244,Chr01,5489235,5490238,5,ZS01g0107500,ZS01g0107600
Chr01,5480065,5482244,Chr01,5517095,5519486,5,ZS01g0107500,ZS01g0108000
Chr01,5489235,5490238,Chr01,5510649,5513171,4,ZS01g0107600,ZS01g0108000
Chr01,5562477,5565288,Chr01,5575946,5577139,4,ZS01g0108300,ZS01g0108500
Chr01,5562477,5565288,Chr01,5577084,5578272,6,ZS01g0108300,ZS01g0108600
Chr01,5562477,5565288,Chr01,5578786,5580061,6,ZS01g0108300,ZS01g0108700
Chr01,5562477,5565288,Chr01,5585298,5587175,5,ZS01g0108300,ZS01g0108800
Chr01,5568580,5570399,Chr01,5581473,5582918,5,ZS01g0108400,ZS01g0108900
Chr01,5577084,5578272,Chr01,5585298,5587175,4,ZS01g0108600,ZS01g0108800
Chr01,5585298,5587175,Chr01,5604095,5605192,4,ZS01g0108800,ZS01g0109100
Chr01,5604095,5605192,Chr01,5626207,5629013,4,ZS01g0109100,ZS01g0109600
Chr01,5612103,5613127,Chr01,5621707,5623824,4,ZS01g0109300,ZS01g0109500
