Chr_ann1,Start_ann1,End_ann1,Chr_ann2,Start_ann2,End_ann2,ChIN,Annotation1,Annotation2
Chr01,1586023,1590040,Chr01,36042359,36051050,7,ZS01g0037000,ZS01g0730400
Chr01,1593562,1598928,Chr01,1606294,1606592,7,ZS01g0037200,ZS01g0037400
Chr01,1593562,1598928,Chr01,1608106,1609020,12,ZS01g0037200,ZS01g0037400
Chr01,1593562,1598928,Chr01,1803986,1809367,17,ZS01g0037200,ZS01g0040700
Chr01,1593562,1598928,Chr01,2160281,2171765,7,ZS01g0037200,ZS01g0047500
Chr01,1593562,1598928,Chr01,8353346,8366597,7,ZS01g0037200,ZS01g0171800
Chr01,1593562,1598928,Chr01,37444011,37454421,6,ZS01g0037200,ZS01g0752500
Chr01,1728648,1729722,Chr01,1738528,1739737,12,ZS01g0039900,ZS01g0040100
Chr01,1787174,1791608,Chr01,1803986,1809367,17,ZS01g0040500,ZS01g0040700
Chr01,1803986,1809367,Chr01,1818649,1820622,23,ZS01g0040700,ZS01g0041100
Chr01,1803986,1809367,Chr01,4459347,4467789,12,ZS01g0040700,ZS01g0085200
Chr01,1803986,1809367,Chr01,4841856,4849303,7,ZS01g0040700,ZS01g0090700
Chr01,1803986,1809367,Chr01,8353346,8366597,9,ZS01g0040700,ZS01g0171800
Chr01,1803986,1809367,Chr01,10297480,10303048,7,ZS01g0040700,ZS01g0210800
Chr01,1803986,1809367,Chr01,23021270,23030657,7,ZS01g0040700,ZS01g0493000
Chr01,1803986,1809367,Chr01,23309230,23318330,8,ZS01g0040700,ZS01g0497400
Chr01,1803986,1809367,Chr01,23936545,23946131,7,ZS01g0040700,ZS01g0507400
Chr01,1803986,1809367,Chr01,28025310,28039849,8,ZS01g0040700,ZS01g0579300
Chr01,1803986,1809367,Chr01,32477416,32486094,8,ZS01g0040700,ZS01g0673200
Chr01,1803986,1809367,Chr01,33544963,33558958,6,ZS01g0040700,ZS01g0689400
Chr01,1803986,1809367,Chr01,36237333,36243959,10,ZS01g0040700,ZS01g0734000
Chr01,1809067,1810522,Chr01,1818649,1820622,14,ZS01g0040900,ZS01g0041100
Chr01,2019651,2023017,Chr01,2029417,2035830,13,ZS01g0045500,ZS01g0045800
Chr01,2027675,2029948,Chr01,2160281,2171765,9,ZS01g0045700,ZS01g0047500
Chr01,2029417,2035830,Chr01,2068243,2070617,9,ZS01g0045800,ZS01g0046400
Chr01,2029417,2035830,Chr01,2160281,2171765,18,ZS01g0045800,ZS01g0047500
Chr01,2150035,2152046,Chr01,2160281,2171765,43,ZS01g0047400,ZS01g0047500
Chr01,2160281,2171765,Chr01,2201630,2202763,9,ZS01g0047500,ZS01g0048000
Chr01,2160281,2171765,Chr01,2203455,2204046,6,ZS01g0047500,ZS01g0048000
Chr01,2160281,2171765,Chr01,2213566,2215099,6,ZS01g0047500,ZS01g0048200
Chr01,2160281,2171765,Chr01,2513725,2519979,7,ZS01g0047500,ZS01g0053600
Chr01,2160281,2171765,Chr01,7758522,7766269,8,ZS01g0047500,ZS01g0151900
Chr01,2160281,2171765,Chr01,10135174,10142862,7,ZS01g0047500,ZS01g0208800
Chr01,2160281,2171765,Chr01,15401962,15414667,12,ZS01g0047500,ZS01g0322300
Chr01,2160281,2171765,Chr01,20688355,20697671,10,ZS01g0047500,ZS01g0447000
Chr01,2160281,2171765,Chr01,28025310,28039849,13,ZS01g0047500,ZS01g0579300
Chr01,2160281,2171765,Chr01,29454517,29464719,8,ZS01g0047500,ZS01g0613300
Chr01,2160281,2171765,Chr01,31899975,31907640,7,ZS01g0047500,ZS01g0653600
Chr01,2160281,2171765,Chr01,34769302,34773718,6,ZS01g0047500,ZS01g0709000
Chr01,2160281,2171765,Chr01,34835385,34844944,6,ZS01g0047500,ZS01g0709900
Chr01,2356118,2356943,Chr01,2376410,2378306,6,ZS01g0050300,ZS01g0051300
Chr01,2484701,2485260,Chr01,2513725,2519979,7,ZS01g0052800,ZS01g0053600
Chr01,2513725,2519979,Chr01,2534003,2534420,11,ZS01g0053600,ZS01g0053700
Chr01,2513725,2519979,Chr01,2536526,2537057,12,ZS01g0053600,ZS01g0053700
Chr01,2513725,2519979,Chr01,2537718,2541467,50,ZS01g0053600,ZS01g0053800
Chr01,2513725,2519979,Chr01,36237333,36243959,8,ZS01g0053600,ZS01g0734000
Chr01,2788942,2790430,Chr01,2804283,2805644,8,ZS01g0058300,ZS01g0058700
Chr01,2804283,2805644,Chr01,2815034,2816561,6,ZS01g0058700,ZS01g0058800
Chr01,2891394,2892145,Chr01,2903971,2912008,7,ZS01g0060900,ZS01g0061100
Chr01,2903971,2912008,Chr01,2947001,2951846,16,ZS01g0061100,ZS01g0062200
Chr01,2903971,2912008,Chr01,21019864,21028279,6,ZS01g0061100,ZS01g0451700
Chr01,2947001,2951846,Chr01,3059836,3060680,6,ZS01g0062200,ZS01g0064300
Chr01,2947001,2951846,Chr01,18353989,18360791,6,ZS01g0062200,ZS01g0391300
Chr01,3197328,3197971,Chr01,3208207,3208822,6,ZS01g0067300,ZS01g0067400
Chr01,3197328,3197971,Chr01,3220866,3229936,6,ZS01g0067300,ZS01g0067600
Chr01,3208207,3208822,Chr01,3220866,3229936,12,ZS01g0067400,ZS01g0067600
Chr01,3220866,3229936,Chr01,3230988,3233040,6,ZS01g0067600,ZS01g0067700
Chr01,3220866,3229936,Chr01,32900386,32907065,7,ZS01g0067600,ZS01g0679000
Chr01,3585335,3585846,Chr01,3592324,3601826,9,ZS01g0073400,ZS01g0073600
Chr01,3590698,3593022,Chr01,3592324,3601826,8,ZS01g0073500,ZS01g0073600
Chr01,3592324,3601826,Chr01,3605074,3605382,15,ZS01g0073600,ZS01g0073700
Chr01,3592324,3601826,Chr01,3605515,3605927,26,ZS01g0073600,ZS01g0073700
Chr01,3592324,3601826,Chr01,3606890,3607231,45,ZS01g0073600,ZS01g0073800
Chr01,3592324,3601826,Chr01,3608419,3608735,33,ZS01g0073600,ZS01g0073800
Chr01,3592324,3601826,Chr01,3749568,3754293,10,ZS01g0073600,ZS01g0076200
Chr01,3592324,3601826,Chr01,4003232,4011072,8,ZS01g0073600,ZS01g0079300
Chr01,3592324,3601826,Chr01,7758522,7766269,7,ZS01g0073600,ZS01g0151900
Chr01,3592324,3601826,Chr01,8001003,8008134,6,ZS01g0073600,ZS01g0156300
Chr01,3592324,3601826,Chr01,23021270,23030657,11,ZS01g0073600,ZS01g0493000
Chr01,3592324,3601826,Chr01,26468553,26484810,8,ZS01g0073600,ZS01g0553100
Chr01,3592324,3601826,Chr01,32218986,32227185,6,ZS01g0073600,ZS01g0668900
Chr01,3592324,3601826,Chr01,32867444,32874858,8,ZS01g0073600,ZS01g0678400
Chr01,3592324,3601826,Chr01,35312340,35331274,11,ZS01g0073600,ZS01g0718000
Chr01,3592324,3601826,Chr01,35655966,35668293,6,ZS01g0073600,ZS01g0723500
Chr01,3592324,3601826,Chr01,38579395,38586083,9,ZS01g0073600,ZS01g0781500
Chr01,3592324,3601826,Chr01,39479656,39484642,6,ZS01g0073600,ZS01g0796000
Chr01,3727502,3728891,Chr01,3749568,3754293,9,ZS01g0075900,ZS01g0076200
Chr01,3749568,3754293,Chr01,4459347,4467789,9,ZS01g0076200,ZS01g0085200
Chr01,3877209,3878921,Chr01,3915990,3916866,13,ZS01g0077800,ZS01g0078100
Chr01,3877209,3878921,Chr01,37444011,37454421,6,ZS01g0077800,ZS01g0752500
Chr01,3980944,3982475,Chr01,3991059,3994341,7,ZS01g0079000,ZS01g0079100
Chr01,3980944,3982475,Chr01,3999983,4004051,6,ZS01g0079000,ZS01g0079200
Chr01,3991059,3994341,Chr01,3999983,4004051,8,ZS01g0079100,ZS01g0079200
Chr01,3991059,3994341,Chr01,4003232,4011072,37,ZS01g0079100,ZS01g0079300
Chr01,3999983,4004051,Chr01,4003232,4011072,9,ZS01g0079200,ZS01g0079300
Chr01,3999983,4004051,Chr01,4041261,4046335,6,ZS01g0079200,ZS01g0079700
Chr01,4003232,4011072,Chr01,4022554,4022907,12,ZS01g0079300,ZS01g0079400
Chr01,4003232,4011072,Chr01,4032020,4033370,11,ZS01g0079300,ZS01g0079500
Chr01,4003232,4011072,Chr01,4041261,4046335,29,ZS01g0079300,ZS01g0079700
Chr01,4003232,4011072,Chr01,4202090,4215918,9,ZS01g0079300,ZS01g0082000
Chr01,4032020,4033370,Chr01,4041261,4046335,33,ZS01g0079500,ZS01g0079700
Chr01,4035006,4036443,Chr01,4459347,4467789,6,ZS01g0079600,ZS01g0085200
Chr01,4041261,4046335,Chr01,4059315,4063944,15,ZS01g0079700,ZS01g0079900
Chr01,4041261,4046335,Chr01,4202090,4215918,8,ZS01g0079700,ZS01g0082000
Chr01,4041261,4046335,Chr01,4841856,4849303,8,ZS01g0079700,ZS01g0090700
Chr01,4041261,4046335,Chr01,22472974,22480323,6,ZS01g0079700,ZS01g0484100
Chr01,4127186,4129456,Chr01,4202090,4215918,6,ZS01g0080500,ZS01g0082000
Chr01,4202090,4215918,Chr01,4265669,4266554,6,ZS01g0082000,ZS01g0082300
Chr01,4202090,4215918,Chr01,4306654,4308877,7,ZS01g0082000,ZS01g0083000
Chr01,4202090,4215918,Chr01,4369941,4379097,6,ZS01g0082000,ZS01g0084000
Chr01,4202090,4215918,Chr01,4411068,4416936,6,ZS01g0082000,ZS01g0084700
Chr01,4202090,4215918,Chr01,5507635,5520265,6,ZS01g0082000,ZS01g0108000
Chr01,4202090,4215918,Chr01,25321848,25336098,7,ZS01g0082000,ZS01g0536500
Chr01,4202090,4215918,Chr01,28933271,28939562,8,ZS01g0082000,ZS01g0604700
Chr01,4306654,4308877,Chr01,4319658,4320741,9,ZS01g0083000,ZS01g0083300
Chr01,4348974,4350147,Chr01,4355873,4357916,9,ZS01g0083700,ZS01g0083900
Chr01,4348974,4350147,Chr01,4369941,4379097,6,ZS01g0083700,ZS01g0084000
Chr01,4355873,4357916,Chr01,4369941,4379097,26,ZS01g0083900,ZS01g0084000
Chr01,4355873,4357916,Chr01,4383095,4383954,7,ZS01g0083900,ZS01g0084100
Chr01,4355873,4357916,Chr01,4411068,4416936,7,ZS01g0083900,ZS01g0084700
Chr01,4362851,4363203,Chr01,4369941,4379097,13,ZS01g0083900,ZS01g0084000
Chr01,4369941,4379097,Chr01,4380488,4381120,7,ZS01g0084000,ZS01g0084100
Chr01,4369941,4379097,Chr01,4383095,4383954,19,ZS01g0084000,ZS01g0084100
Chr01,4369941,4379097,Chr01,4404972,4405462,9,ZS01g0084000,ZS01g0084500
Chr01,4369941,4379097,Chr01,4411068,4416936,12,ZS01g0084000,ZS01g0084700
Chr01,4369941,4379097,Chr01,4439004,4442090,7,ZS01g0084000,ZS01g0085000
Chr01,4369941,4379097,Chr01,4459347,4467789,31,ZS01g0084000,ZS01g0085200
Chr01,4369941,4379097,Chr01,4686733,4694741,7,ZS01g0084000,ZS01g0088300
Chr01,4369941,4379097,Chr01,5507635,5520265,6,ZS01g0084000,ZS01g0108000
Chr01,4369941,4379097,Chr01,8353346,8366597,11,ZS01g0084000,ZS01g0171800
Chr01,4369941,4379097,Chr01,21019864,21028279,7,ZS01g0084000,ZS01g0451700
Chr01,4369941,4379097,Chr01,28025310,28039849,8,ZS01g0084000,ZS01g0579300
Chr01,4369941,4379097,Chr01,32900386,32907065,6,ZS01g0084000,ZS01g0679000
Chr01,4369941,4379097,Chr01,36237333,36243959,12,ZS01g0084000,ZS01g0734000
Chr01,4383095,4383954,Chr01,4403719,4404853,6,ZS01g0084100,ZS01g0084500
Chr01,4403719,4404853,Chr01,4411068,4416936,34,ZS01g0084500,ZS01g0084700
Chr01,4404972,4405462,Chr01,4411068,4416936,6,ZS01g0084500,ZS01g0084700
Chr01,4411068,4416936,Chr01,4439004,4442090,21,ZS01g0084700,ZS01g0085000
Chr01,4411068,4416936,Chr01,4442422,4443480,7,ZS01g0084700,ZS01g0085000
Chr01,4411068,4416936,Chr01,4444583,4445565,8,ZS01g0084700,ZS01g0085000
Chr01,4411068,4416936,Chr01,4448821,4450311,6,ZS01g0084700,ZS01g0085000
Chr01,4411068,4416936,Chr01,4841856,4849303,7,ZS01g0084700,ZS01g0090700
Chr01,4439004,4442090,Chr01,4459347,4467789,22,ZS01g0085000,ZS01g0085200
Chr01,4445988,4446346,Chr01,4459347,4467789,9,ZS01g0085000,ZS01g0085200
Chr01,4447261,4447885,Chr01,4459347,4467789,6,ZS01g0085000,ZS01g0085200
Chr01,4448051,4448747,Chr01,4459347,4467789,13,ZS01g0085000,ZS01g0085200
Chr01,4448821,4450311,Chr01,4459347,4467789,13,ZS01g0085000,ZS01g0085200
Chr01,4459347,4467789,Chr01,4497907,4500147,6,ZS01g0085200,ZS01g0085500
Chr01,4459347,4467789,Chr01,4841856,4849303,17,ZS01g0085200,ZS01g0090700
Chr01,4459347,4467789,Chr01,5507635,5520265,11,ZS01g0085200,ZS01g0108000
Chr01,4459347,4467789,Chr01,6846641,6858017,11,ZS01g0085200,ZS01g0126900
Chr01,4459347,4467789,Chr01,7360340,7364775,12,ZS01g0085200,ZS01g0144900
Chr01,4459347,4467789,Chr01,7391269,7397740,8,ZS01g0085200,ZS01g0145200
Chr01,4459347,4467789,Chr01,7758522,7766269,11,ZS01g0085200,ZS01g0151900
Chr01,4459347,4467789,Chr01,9347544,9351280,11,ZS01g0085200,ZS01g0187600
Chr01,4459347,4467789,Chr01,10297480,10303048,18,ZS01g0085200,ZS01g0210800
Chr01,4459347,4467789,Chr01,11001953,11004833,6,ZS01g0085200,ZS01g0232600
Chr01,4459347,4467789,Chr01,12088560,12095852,22,ZS01g0085200,ZS01g0248900
Chr01,4459347,4467789,Chr01,12140427,12145416,6,ZS01g0085200,ZS01g0249300
Chr01,4459347,4467789,Chr01,12907163,12917015,16,ZS01g0085200,ZS01g0261800
Chr01,4459347,4467789,Chr01,15401962,15414667,17,ZS01g0085200,ZS01g0322300
Chr01,4459347,4467789,Chr01,16925216,16941888,11,ZS01g0085200,ZS01g0369800
Chr01,4459347,4467789,Chr01,17192344,17204100,12,ZS01g0085200,ZS01g0376000
Chr01,4459347,4467789,Chr01,20688355,20697671,11,ZS01g0085200,ZS01g0447000
Chr01,4459347,4467789,Chr01,22429955,22435088,7,ZS01g0085200,ZS01g0483500
Chr01,4459347,4467789,Chr01,23120704,23132185,7,ZS01g0085200,ZS01g0494600
Chr01,4459347,4467789,Chr01,26575119,26581722,11,ZS01g0085200,ZS01g0555300
Chr01,4459347,4467789,Chr01,26960538,26964374,8,ZS01g0085200,ZS01g0561600
Chr01,4459347,4467789,Chr01,27270542,27276628,9,ZS01g0085200,ZS01g0566100
Chr01,4459347,4467789,Chr01,28025310,28039849,22,ZS01g0085200,ZS01g0579300
Chr01,4459347,4467789,Chr01,28389847,28393219,6,ZS01g0085200,ZS01g0585000
Chr01,4459347,4467789,Chr01,28494225,28500816,13,ZS01g0085200,ZS01g0586700
Chr01,4459347,4467789,Chr01,28920233,28927063,16,ZS01g0085200,ZS01g0604600
Chr01,4459347,4467789,Chr01,28933271,28939562,16,ZS01g0085200,ZS01g0604700
Chr01,4459347,4467789,Chr01,29027448,29036196,11,ZS01g0085200,ZS01g0606300
Chr01,4459347,4467789,Chr01,29057760,29065692,8,ZS01g0085200,ZS01g0606900
Chr01,4459347,4467789,Chr01,29324193,29332891,12,ZS01g0085200,ZS01g0611300
Chr01,4459347,4467789,Chr01,29418417,29431689,24,ZS01g0085200,ZS01g0612900
Chr01,4459347,4467789,Chr01,30885561,30894135,32,ZS01g0085200,ZS01g0637900
Chr01,4459347,4467789,Chr01,31198016,31209301,15,ZS01g0085200,ZS01g0642700
Chr01,4459347,4467789,Chr01,32477416,32486094,13,ZS01g0085200,ZS01g0673200
Chr01,4459347,4467789,Chr01,32597965,32604164,8,ZS01g0085200,ZS01g0675000
Chr01,4459347,4467789,Chr01,33195634,33200311,13,ZS01g0085200,ZS01g0683400
Chr01,4459347,4467789,Chr01,33544963,33558958,13,ZS01g0085200,ZS01g0689400
Chr01,4459347,4467789,Chr01,34349256,34356775,8,ZS01g0085200,ZS01g0701900
Chr01,4459347,4467789,Chr01,34510530,34521117,9,ZS01g0085200,ZS01g0704300
Chr01,4459347,4467789,Chr01,36237333,36243959,43,ZS01g0085200,ZS01g0734000
Chr01,4459347,4467789,Chr01,37444011,37454421,24,ZS01g0085200,ZS01g0752500
Chr01,4459347,4467789,Chr01,38555663,38560395,8,ZS01g0085200,ZS01g0780900
Chr01,4459347,4467789,Chr01,39494990,39500762,8,ZS01g0085200,ZS01g0796400
Chr01,4459347,4467789,Chr01,40235161,40246614,12,ZS01g0085200,ZS01g0810600
Chr01,4653266,4655769,Chr01,4678215,4680771,7,ZS01g0087800,ZS01g0088100
Chr01,4653266,4655769,Chr01,4686733,4694741,6,ZS01g0087800,ZS01g0088300
Chr01,4678215,4680771,Chr01,4686733,4694741,155,ZS01g0088100,ZS01g0088300
Chr01,4678215,4680771,Chr01,4694638,4695557,10,ZS01g0088100,ZS01g0088400
Chr01,4678215,4680771,Chr01,4748784,4751804,6,ZS01g0088100,ZS01g0089300
Chr01,4686733,4694741,Chr01,4748784,4751804,7,ZS01g0088300,ZS01g0089300
Chr01,4686733,4694741,Chr01,4841856,4849303,8,ZS01g0088300,ZS01g0090700
Chr01,4686733,4694741,Chr01,25321848,25336098,6,ZS01g0088300,ZS01g0536500
Chr01,4686733,4694741,Chr01,28025310,28039849,9,ZS01g0088300,ZS01g0579300
Chr01,4841856,4849303,Chr01,4866749,4868336,44,ZS01g0090700,ZS01g0091000
Chr01,4841856,4849303,Chr01,4868122,4870892,30,ZS01g0090700,ZS01g0091000
Chr01,4841856,4849303,Chr01,4870759,4872394,7,ZS01g0090700,ZS01g0091000
Chr01,4841856,4849303,Chr01,12088560,12095852,10,ZS01g0090700,ZS01g0248900
Chr01,4841856,4849303,Chr01,29418417,29431689,9,ZS01g0090700,ZS01g0612900
Chr01,4841856,4849303,Chr01,30485922,30495832,6,ZS01g0090700,ZS01g0631500
Chr01,4841856,4849303,Chr01,32900386,32907065,7,ZS01g0090700,ZS01g0679000
Chr01,4841856,4849303,Chr01,36237333,36243959,13,ZS01g0090700,ZS01g0734000
Chr01,5066743,5067033,Chr01,5094688,5097548,6,ZS01g0093100,ZS01g0093600
Chr01,5158114,5161705,Chr01,5245540,5247635,6,ZS01g0094000,ZS01g0094900
Chr01,5158114,5161705,Chr01,38579395,38586083,6,ZS01g0094000,ZS01g0781500
Chr01,5400582,5402932,Chr01,5407670,5410485,6,ZS01g0106700,ZS01g0106800
Chr01,5402555,5406961,Chr01,5449963,5453327,10,ZS01g0106700,ZS01g0107100
Chr01,5402555,5406961,Chr01,5476457,5482586,8,ZS01g0106700,ZS01g0107400
Chr01,5402555,5406961,Chr01,5507635,5520265,6,ZS01g0106700,ZS01g0108000
Chr01,5407670,5410485,Chr01,5449963,5453327,6,ZS01g0106800,ZS01g0107100
Chr01,5407670,5410485,Chr01,5476457,5482586,6,ZS01g0106800,ZS01g0107400
Chr01,5407670,5410485,Chr01,5507635,5520265,6,ZS01g0106800,ZS01g0108000
Chr01,5449963,5453327,Chr01,5476457,5482586,10,ZS01g0107100,ZS01g0107400
Chr01,5449963,5453327,Chr01,5507635,5520265,7,ZS01g0107100,ZS01g0108000
Chr01,5475567,5476705,Chr01,5507635,5520265,6,ZS01g0107300,ZS01g0108000
Chr01,5476457,5482586,Chr01,5507635,5520265,54,ZS01g0107400,ZS01g0108000
Chr01,5476457,5482586,Chr01,8353346,8366597,7,ZS01g0107400,ZS01g0171800
Chr01,5476457,5482586,Chr01,37444011,37454421,6,ZS01g0107400,ZS01g0752500
Chr01,5507635,5520265,Chr01,11087018,11091799,6,ZS01g0108000,ZS01g0233800
Chr01,5507635,5520265,Chr01,20657247,20662813,8,ZS01g0108000,ZS01g0446600
Chr01,5507635,5520265,Chr01,23936545,23946131,8,ZS01g0108000,ZS01g0507400
Chr01,5507635,5520265,Chr01,34054786,34060634,7,ZS01g0108000,ZS01g0697500
Chr01,5507635,5520265,Chr01,35312340,35331274,9,ZS01g0108000,ZS01g0718000
Chr01,5580339,5584553,Chr01,5596611,5598599,9,ZS01g0108900,ZS01g0109000
Chr01,5724011,5725987,Chr01,5736126,5736877,7,ZS01g0111100,ZS01g0111200
Chr01,5815647,5817994,Chr01,5824329,5825821,7,ZS01g0112300,ZS01g0112400
Chr01,6033976,6035864,Chr01,6087435,6092809,7,ZS01g0115400,ZS01g0116000
Chr01,6295640,6296238,Chr01,6306756,6307618,7,ZS01g0118700,ZS01g0118800
Chr01,6314131,6317774,Chr01,6351171,6356456,11,ZS01g0118800,ZS01g0119300
Chr01,6351171,6356456,Chr01,6359812,6361246,6,ZS01g0119300,ZS01g0119400
Chr01,6846641,6858017,Chr01,6861506,6862568,18,ZS01g0126900,ZS01g0127000
Chr01,6846641,6858017,Chr01,6862777,6863313,9,ZS01g0126900,ZS01g0127000
Chr01,6846641,6858017,Chr01,6863325,6864535,27,ZS01g0126900,ZS01g0127000
Chr01,6846641,6858017,Chr01,6864463,6866830,91,ZS01g0126900,ZS01g0127000
Chr01,6846641,6858017,Chr01,6867397,6867739,14,ZS01g0126900,ZS01g0127100
Chr01,6846641,6858017,Chr01,6869940,6870486,13,ZS01g0126900,ZS01g0127100
Chr01,6846641,6858017,Chr01,6870637,6871137,14,ZS01g0126900,ZS01g0127100
Chr01,6846641,6858017,Chr01,7360340,7364775,8,ZS01g0126900,ZS01g0144900
Chr01,6846641,6858017,Chr01,8001003,8008134,6,ZS01g0126900,ZS01g0156300
Chr01,6846641,6858017,Chr01,36237333,36243959,8,ZS01g0126900,ZS01g0734000
Chr01,7063389,7065820,Chr01,7072615,7073698,6,ZS01g0129900,ZS01g0130300
Chr01,7123019,7123593,Chr01,7136678,7137261,6,ZS01g0131000,ZS01g0131100
Chr01,7194509,7197837,Chr01,7201839,7204371,6,ZS01g0131700,ZS01g0131900
Chr01,7194509,7197837,Chr01,7208601,7210335,6,ZS01g0131700,ZS01g0132100
Chr01,7194509,7197837,Chr01,7220140,7223606,7,ZS01g0131700,ZS01g0132300
Chr01,7208601,7210335,Chr01,7220140,7223606,7,ZS01g0132100,ZS01g0132300
Chr01,7220140,7223606,Chr01,11087018,11091799,6,ZS01g0132300,ZS01g0233800
Chr01,7360340,7364775,Chr01,7387551,7387834,7,ZS01g0144900,ZS01g0145100
Chr01,7360340,7364775,Chr01,7391269,7397740,26,ZS01g0144900,ZS01g0145200
Chr01,7360340,7364775,Chr01,7758522,7766269,6,ZS01g0144900,ZS01g0151900
Chr01,7360340,7364775,Chr01,12088560,12095852,7,ZS01g0144900,ZS01g0248900
