Chr_ann1,Start_ann1,End_ann1,Chr_ann2,Start_ann2,End_ann2,ChIN,Annotation1,Annotation2
Chr01,15665774,15676548,Chr01,15730116,15743596,28,ZS01g0326700,ZS01g0327300
Chr01,15665774,15676548,Chr01,15808615,15826688,12,ZS01g0326700,ZS01g0328900
Chr01,15665774,15676548,Chr01,15993624,16066329,10,ZS01g0326700,ZS01g0331800
Chr01,15665774,15676548,Chr01,18366855,18378590,5,ZS01g0326700,ZS01g0391700
Chr01,15720163,15726802,Chr01,15730116,15743596,33,ZS01g0327100,ZS01g0327300
Chr01,15720163,15726802,Chr01,15772983,15805443,9,ZS01g0327100,ZS01g0328300
Chr01,15720163,15726802,Chr01,15808615,15826688,5,ZS01g0327100,ZS01g0328900
Chr01,15730116,15743596,Chr01,15772983,15805443,38,ZS01g0327300,ZS01g0328300
Chr01,15730116,15743596,Chr01,15808615,15826688,22,ZS01g0327300,ZS01g0328900
Chr01,15730116,15743596,Chr01,15859118,15870419,7,ZS01g0327300,ZS01g0329700
Chr01,15730116,15743596,Chr01,15946120,15979201,11,ZS01g0327300,ZS01g0331100
Chr01,15730116,15743596,Chr01,15993624,16066329,21,ZS01g0327300,ZS01g0331800
Chr01,15772983,15805443,Chr01,15808615,15826688,44,ZS01g0328300,ZS01g0328900
Chr01,15772983,15805443,Chr01,15859118,15870419,8,ZS01g0328300,ZS01g0329700
Chr01,15772983,15805443,Chr01,15946120,15979201,19,ZS01g0328300,ZS01g0331100
Chr01,15772983,15805443,Chr01,15993624,16066329,20,ZS01g0328300,ZS01g0331800
Chr01,15772983,15805443,Chr01,16092324,16099089,4,ZS01g0328300,ZS01g0333400
Chr01,15808615,15826688,Chr01,15843852,15846630,4,ZS01g0328900,ZS01g0329400
Chr01,15808615,15826688,Chr01,15855152,15858020,10,ZS01g0328900,ZS01g0329600
Chr01,15808615,15826688,Chr01,15859118,15870419,14,ZS01g0328900,ZS01g0329700
Chr01,15808615,15826688,Chr01,15911485,15913295,4,ZS01g0328900,ZS01g0330500
Chr01,15808615,15826688,Chr01,15946120,15979201,17,ZS01g0328900,ZS01g0331100
Chr01,15808615,15826688,Chr01,15993624,16066329,21,ZS01g0328900,ZS01g0331800
Chr01,15808615,15826688,Chr01,37133609,37148454,4,ZS01g0328900,ZS01g0747900
Chr01,15859118,15870419,Chr01,15946120,15979201,9,ZS01g0329700,ZS01g0331100
Chr01,15859118,15870419,Chr01,15993624,16066329,11,ZS01g0329700,ZS01g0331800
Chr01,15859118,15870419,Chr01,17534727,17599315,7,ZS01g0329700,ZS01g0381100
Chr01,15911485,15913295,Chr01,15946120,15979201,4,ZS01g0330500,ZS01g0331100
Chr01,15911485,15913295,Chr01,15993624,16066329,4,ZS01g0330500,ZS01g0331800
Chr01,15946120,15979201,Chr01,15993624,16066329,68,ZS01g0331100,ZS01g0331800
Chr01,15946120,15979201,Chr01,16102652,16132524,14,ZS01g0331100,ZS01g0334000
Chr01,15993624,16066329,Chr01,16077314,16084064,15,ZS01g0331800,ZS01g0333200
Chr01,15993624,16066329,Chr01,16092324,16099089,10,ZS01g0331800,ZS01g0333400
Chr01,15993624,16066329,Chr01,16102652,16132524,37,ZS01g0331800,ZS01g0334000
Chr01,15993624,16066329,Chr01,16188575,16339967,38,ZS01g0331800,ZS01g0346500
Chr01,15993624,16066329,Chr01,20309565,20320605,7,ZS01g0331800,ZS01g0440800
Chr01,16077314,16084064,Chr01,16092324,16099089,4,ZS01g0333200,ZS01g0333400
Chr01,16077314,16084064,Chr01,16102652,16132524,4,ZS01g0333200,ZS01g0334000
Chr01,16092324,16099089,Chr01,16102652,16132524,23,ZS01g0333400,ZS01g0334000
Chr01,16102652,16132524,Chr01,16140497,16150336,14,ZS01g0334000,ZS01g0344300
Chr01,16102652,16132524,Chr01,16188575,16339967,42,ZS01g0334000,ZS01g0346500
Chr01,16102652,16132524,Chr01,28187297,28190239,4,ZS01g0334000,ZS01g0581700
Chr01,16140497,16150336,Chr01,16188575,16339967,32,ZS01g0344300,ZS01g0346500
Chr01,16188575,16339967,Chr01,16346315,16374113,26,ZS01g0346500,ZS01g0348900
Chr01,16188575,16339967,Chr01,16374813,16402626,20,ZS01g0346500,ZS01g0349100
Chr01,16188575,16339967,Chr01,16510222,16523370,16,ZS01g0346500,ZS01g0351800
Chr01,16188575,16339967,Chr01,16843882,16859526,17,ZS01g0346500,ZS01g0369000
Chr01,16188575,16339967,Chr01,16984741,17011399,12,ZS01g0346500,ZS01g0371300
Chr01,16188575,16339967,Chr01,20243044,20255429,11,ZS01g0346500,ZS01g0430100
Chr01,16346315,16374113,Chr01,16374813,16402626,15,ZS01g0348900,ZS01g0349100
Chr01,16346315,16374113,Chr01,16940255,16978324,5,ZS01g0348900,ZS01g0370400
Chr01,16374813,16402626,Chr01,16510222,16523370,8,ZS01g0349100,ZS01g0351800
Chr01,16374813,16402626,Chr01,17689264,17699938,4,ZS01g0349100,ZS01g0383100
Chr01,16510222,16523370,Chr01,16533100,16537589,27,ZS01g0351800,ZS01g0352200
Chr01,16510222,16523370,Chr01,16619426,16628808,12,ZS01g0351800,ZS01g0354000
Chr01,16510222,16523370,Chr01,16665627,16680731,5,ZS01g0351800,ZS01g0355200
Chr01,16533100,16537589,Chr01,16619426,16628808,4,ZS01g0352200,ZS01g0354000
Chr01,16592826,16606244,Chr01,16619426,16628808,24,ZS01g0353600,ZS01g0354000
Chr01,16592826,16606244,Chr01,16637312,16641773,6,ZS01g0353600,ZS01g0354400
Chr01,16592826,16606244,Chr01,16665627,16680731,9,ZS01g0353600,ZS01g0355200
Chr01,16619426,16628808,Chr01,16637312,16641773,37,ZS01g0354000,ZS01g0354400
Chr01,16619426,16628808,Chr01,16665627,16680731,14,ZS01g0354000,ZS01g0355200
Chr01,16619426,16628808,Chr01,16721251,16724296,5,ZS01g0354000,ZS01g0355700
Chr01,16637312,16641773,Chr01,16665627,16680731,4,ZS01g0354400,ZS01g0355200
Chr01,16665627,16680731,Chr01,17020232,17075103,7,ZS01g0355200,ZS01g0372400
Chr01,16721251,16724296,Chr01,16733783,16740013,8,ZS01g0355700,ZS01g0356100
Chr01,16721251,16724296,Chr01,23766727,23783188,4,ZS01g0355700,ZS01g0504400
Chr01,16755253,16776641,Chr01,16783068,16784156,11,ZS01g0357000,ZS01g0357600
Chr01,16755253,16776641,Chr01,16806438,16813135,4,ZS01g0357000,ZS01g0358300
Chr01,16829293,16835675,Chr01,16843882,16859526,17,ZS01g0358900,ZS01g0369000
Chr01,16829293,16835675,Chr01,17163813,17169788,5,ZS01g0358900,ZS01g0375500
Chr01,16843882,16859526,Chr01,16867104,16872918,29,ZS01g0369000,ZS01g0369200
Chr01,16843882,16859526,Chr01,16940255,16978324,5,ZS01g0369000,ZS01g0370400
Chr01,16843882,16859526,Chr01,16984741,17011399,5,ZS01g0369000,ZS01g0371300
Chr01,16843882,16859526,Chr01,17020232,17075103,28,ZS01g0369000,ZS01g0372400
Chr01,16843882,16859526,Chr01,17076870,17084474,6,ZS01g0369000,ZS01g0373200
Chr01,16843882,16859526,Chr01,17089349,17116079,6,ZS01g0369000,ZS01g0373700
Chr01,16940255,16978324,Chr01,16984741,17011399,10,ZS01g0370400,ZS01g0371300
Chr01,16940255,16978324,Chr01,17020232,17075103,49,ZS01g0370400,ZS01g0372400
Chr01,16940255,16978324,Chr01,17089349,17116079,17,ZS01g0370400,ZS01g0373700
Chr01,16984741,17011399,Chr01,17020232,17075103,66,ZS01g0371300,ZS01g0372400
Chr01,16984741,17011399,Chr01,17076870,17084474,5,ZS01g0371300,ZS01g0373200
Chr01,16984741,17011399,Chr01,17089349,17116079,5,ZS01g0371300,ZS01g0373700
Chr01,17020232,17075103,Chr01,17076870,17084474,41,ZS01g0372400,ZS01g0373200
Chr01,17020232,17075103,Chr01,17089349,17116079,48,ZS01g0372400,ZS01g0373700
Chr01,17020232,17075103,Chr01,17142969,17158292,9,ZS01g0372400,ZS01g0375200
Chr01,17020232,17075103,Chr01,17163813,17169788,10,ZS01g0372400,ZS01g0375500
Chr01,17020232,17075103,Chr01,17211215,17215895,7,ZS01g0372400,ZS01g0376300
Chr01,17020232,17075103,Chr01,17534727,17599315,16,ZS01g0372400,ZS01g0381100
Chr01,17020232,17075103,Chr01,18842378,18856816,10,ZS01g0372400,ZS01g0398800
Chr01,17076870,17084474,Chr01,17089349,17116079,15,ZS01g0373200,ZS01g0373700
Chr01,17089349,17116079,Chr01,17142969,17158292,5,ZS01g0373700,ZS01g0375200
Chr01,17142969,17158292,Chr01,17163813,17169788,14,ZS01g0375200,ZS01g0375500
Chr01,17163813,17169788,Chr01,17178422,17193433,4,ZS01g0375500,ZS01g0375900
Chr01,17178422,17193433,Chr01,17211215,17215895,4,ZS01g0375900,ZS01g0376300
Chr01,17534727,17599315,Chr01,17599917,17625359,28,ZS01g0381100,ZS01g0382200
Chr01,17534727,17599315,Chr01,17689264,17699938,12,ZS01g0381100,ZS01g0383100
Chr01,17534727,17599315,Chr01,18273186,18281491,4,ZS01g0381100,ZS01g0390300
Chr01,17534727,17599315,Chr01,19852735,19877776,11,ZS01g0381100,ZS01g0423800
Chr01,17599917,17625359,Chr01,17689264,17699938,8,ZS01g0382200,ZS01g0383100
Chr01,17599917,17625359,Chr01,17716363,17719590,5,ZS01g0382200,ZS01g0383700
Chr01,17599917,17625359,Chr01,17819070,17829952,5,ZS01g0382200,ZS01g0385400
Chr01,17689264,17699938,Chr01,17716363,17719590,8,ZS01g0383100,ZS01g0383700
Chr01,17819070,17829952,Chr01,17832483,17833668,5,ZS01g0385400,ZS01g0385700
Chr01,17819070,17829952,Chr01,36428409,36446581,5,ZS01g0385400,ZS01g0737500
Chr01,18022605,18027394,Chr01,18039515,18049413,4,ZS01g0387600,ZS01g0387900
Chr01,18225702,18235906,Chr01,18249855,18255785,5,ZS01g0389700,ZS01g0389900
Chr01,18249855,18255785,Chr01,18265232,18272720,8,ZS01g0389900,ZS01g0390100
Chr01,18249855,18255785,Chr01,18273186,18281491,4,ZS01g0389900,ZS01g0390300
Chr01,18340899,18350407,Chr01,18366855,18378590,5,ZS01g0391000,ZS01g0391700
Chr01,18366855,18378590,Chr01,18387988,18398296,8,ZS01g0391700,ZS01g0392300
Chr01,18387988,18398296,Chr01,18468020,18477319,4,ZS01g0392300,ZS01g0393500
Chr01,18842378,18856816,Chr01,18966639,18983909,4,ZS01g0398800,ZS01g0401600
Chr01,18842378,18856816,Chr01,18984229,19040153,13,ZS01g0398800,ZS01g0402500
Chr01,18842378,18856816,Chr01,19852735,19877776,7,ZS01g0398800,ZS01g0423800
Chr01,18914138,18934970,Chr01,18984229,19040153,5,ZS01g0400100,ZS01g0402500
Chr01,18966639,18983909,Chr01,18984229,19040153,36,ZS01g0401600,ZS01g0402500
Chr01,18984229,19040153,Chr01,19067770,19085668,18,ZS01g0402500,ZS01g0403400
Chr01,18984229,19040153,Chr01,19233146,19258652,10,ZS01g0402500,ZS01g0405600
Chr01,18984229,19040153,Chr01,20424219,20437801,11,ZS01g0402500,ZS01g0443000
Chr01,19220686,19229620,Chr01,19233146,19258652,4,ZS01g0404800,ZS01g0405600
Chr01,19233146,19258652,Chr01,29264113,29274915,4,ZS01g0405600,ZS01g0610400
Chr01,19834713,19838372,Chr01,19852735,19877776,7,ZS01g0423400,ZS01g0423800
Chr01,20265079,20280599,Chr01,20309565,20320605,16,ZS01g0440500,ZS01g0440800
Chr01,20265079,20280599,Chr01,20480903,20498952,4,ZS01g0440500,ZS01g0443800
Chr01,20309565,20320605,Chr01,20424219,20437801,5,ZS01g0440800,ZS01g0443000
Chr01,20376543,20383467,Chr01,20424219,20437801,5,ZS01g0441600,ZS01g0443000
Chr01,20424219,20437801,Chr01,20480903,20498952,7,ZS01g0443000,ZS01g0443800
Chr01,20424219,20437801,Chr01,20563394,20574833,6,ZS01g0443000,ZS01g0445000
Chr01,20424219,20437801,Chr01,37588244,37612367,4,ZS01g0443000,ZS01g0755200
Chr01,20480903,20498952,Chr01,20508511,20514377,10,ZS01g0443800,ZS01g0444300
Chr01,21091125,21099331,Chr01,21156157,21172621,5,ZS01g0452900,ZS01g0454000
Chr01,21091125,21099331,Chr01,21297638,21355436,6,ZS01g0452900,ZS01g0456900
Chr01,23707057,23711797,Chr01,23794464,23807447,4,ZS01g0503800,ZS01g0505000
Chr01,23766727,23783188,Chr01,23794464,23807447,32,ZS01g0504400,ZS01g0505000
Chr01,23794464,23807447,Chr01,23810796,23812972,6,ZS01g0505000,ZS01g0505200
Chr01,23794464,23807447,Chr01,23815585,23816440,7,ZS01g0505000,ZS01g0505400
Chr01,23794464,23807447,Chr01,23818987,23820186,8,ZS01g0505000,ZS01g0505500
Chr01,23794464,23807447,Chr01,23869547,23872606,5,ZS01g0505000,ZS01g0506400
Chr01,25748691,25758134,Chr01,25767791,25782669,10,ZS01g0542600,ZS01g0542800
Chr01,25748691,25758134,Chr01,26324778,26335776,4,ZS01g0542600,ZS01g0551000
Chr01,25767791,25782669,Chr01,25807348,25814211,4,ZS01g0542800,ZS01g0543500
Chr01,27840908,27853100,Chr01,29264113,29274915,4,ZS01g0576000,ZS01g0610400
Chr01,29175273,29179074,Chr01,29191359,29203817,9,ZS01g0608800,ZS01g0609100
Chr01,29487713,29505400,Chr01,29579762,29604814,7,ZS01g0614400,ZS01g0616100
Chr01,30445156,30448954,Chr01,30468081,30471054,11,ZS01g0630700,ZS01g0631300
Chr01,32861325,32865996,Chr01,32873920,32893574,4,ZS01g0678200,ZS01g0678700
Chr01,35030415,35045227,Chr01,35056414,35059763,4,ZS01g0712900,ZS01g0713400
Chr01,36402967,36406771,Chr01,36428409,36446581,7,ZS01g0737000,ZS01g0737500
Chr01,37588244,37612367,Chr01,37621947,37631238,10,ZS01g0755200,ZS01g0755800
Chr01,49809,56443,Chr10,4587266,4600527,4,ZS01g0011200,ZS10g0086800
Chr01,2358797,2375311,Chr10,1180070,1182212,4,ZS01g0051000,ZS10g0028700
Chr01,6209925,6229292,Chr10,6727192,6755481,6,ZS01g0117600,ZS10g0129500
Chr01,6209925,6229292,Chr10,16808743,16826044,4,ZS01g0117600,ZS10g0350100
Chr01,6554764,6564555,Chr10,5389910,5400113,5,ZS01g0122900,ZS10g0099500
Chr01,7307300,7330934,Chr10,9569274,9578283,7,ZS01g0143600,ZS10g0220000
Chr01,7542927,7562454,Chr10,9054280,9099494,6,ZS01g0148500,ZS10g0212700
Chr01,8221624,8231814,Chr10,9887520,9904467,5,ZS01g0169900,ZS10g0225700
Chr01,8490266,8502389,Chr10,313300,329871,6,ZS01g0174500,ZS10g0015100
Chr01,10657276,10677056,Chr10,18770597,18781411,5,ZS01g0217100,ZS10g0377100
Chr01,11053920,11066628,Chr10,8154315,8218452,6,ZS01g0233600,ZS10g0185300
Chr01,12686549,12704102,Chr10,8088098,8127240,12,ZS01g0258400,ZS10g0183600
Chr01,13774433,13778007,Chr10,13066124,13103684,4,ZS01g0285300,ZS10g0295800
Chr01,14403415,14418467,Chr10,20589528,20620343,4,ZS01g0295700,ZS10g0406000
Chr01,14967520,14975500,Chr10,6934712,6966014,4,ZS01g0315300,ZS10g0157300
Chr01,15089681,15105986,Chr10,8818789,8838386,5,ZS01g0317500,ZS10g0208800
Chr01,15173788,15190240,Chr10,20788274,20820254,5,ZS01g0318900,ZS10g0409500
Chr01,15371159,15380672,Chr10,6827352,6890543,7,ZS01g0322000,ZS10g0155900
Chr01,15570558,15665151,Chr10,4824047,4829115,9,ZS01g0325600,ZS10g0090600
Chr01,15993624,16066329,Chr10,6219082,6240872,17,ZS01g0331800,ZS10g0111500
Chr01,15993624,16066329,Chr10,11114040,11124327,8,ZS01g0331800,ZS10g0264800
Chr01,15993624,16066329,Chr10,23318438,23338897,9,ZS01g0331800,ZS10g0472100
Chr01,16102652,16132524,Chr10,2866546,2886424,6,ZS01g0334000,ZS10g0053200
Chr01,16140497,16150336,Chr10,13133930,13191236,8,ZS01g0344300,ZS10g0296900
Chr01,16188575,16339967,Chr10,5232589,5237770,10,ZS01g0346500,ZS10g0096700
Chr01,16374813,16402626,Chr10,2076875,2094383,4,ZS01g0349100,ZS10g0041600
Chr01,16374813,16402626,Chr10,2535007,2555233,4,ZS01g0349100,ZS10g0048900
Chr01,16619426,16628808,Chr10,7151480,7201569,6,ZS01g0354000,ZS10g0144100
Chr01,16665627,16680731,Chr10,922174,1029715,9,ZS01g0355200,ZS10g0024600
Chr01,16665627,16680731,Chr10,5108597,5186415,6,ZS01g0355200,ZS10g0095200
Chr01,16665627,16680731,Chr10,12982901,13015377,6,ZS01g0355200,ZS10g0294200
Chr01,18039515,18049413,Chr10,8670349,8801347,14,ZS01g0387900,ZS10g0196500
Chr01,18366855,18378590,Chr10,23318438,23338897,4,ZS01g0391700,ZS10g0472100
Chr01,18966639,18983909,Chr10,8220734,8252476,4,ZS01g0401600,ZS10g0186600
Chr01,19286024,19295942,Chr10,16808743,16826044,4,ZS01g0406100,ZS10g0350100
Chr01,20309565,20320605,Chr10,8088098,8127240,6,ZS01g0440800,ZS10g0183600
Chr01,20424219,20437801,Chr10,9267870,9272547,4,ZS01g0443000,ZS10g0215300
Chr01,21297638,21355436,Chr10,8376074,8383265,5,ZS01g0456900,ZS10g0189600
Chr01,21297638,21355436,Chr10,23318438,23338897,7,ZS01g0456900,ZS10g0472100
Chr01,21615885,21620875,Chr10,6827352,6890543,5,ZS01g0461400,ZS10g0155900
Chr01,22329494,22358597,Chr10,23681370,23704882,6,ZS01g0482300,ZS10g0479000
Chr01,23707057,23711797,Chr10,6827352,6890543,4,ZS01g0503800,ZS10g0155900
Chr01,29175273,29179074,Chr10,7834110,7859230,5,ZS01g0608800,ZS10g0179200
Chr01,29579762,29604814,Chr10,6934712,6966014,7,ZS01g0616100,ZS10g0157300
Chr01,36402967,36406771,Chr10,8976316,9018187,4,ZS01g0737000,ZS10g0211100
Chr01,36623026,36664073,Chr10,3449295,3466924,4,ZS01g0740700,ZS10g0061300
Chr01,40284369,40295864,Chr10,922174,1029715,4,ZS01g0811800,ZS10g0024600
Chr01,91202,96524,Chr11,12523661,12548141,5,ZS01g0012300,ZS11g0308400
Chr01,3909148,3913894,Chr11,19035047,19060448,4,ZS01g0078000,ZS11g0458100
Chr01,6209925,6229292,Chr11,9939092,9973951,9,ZS01g0117600,ZS11g0227100
Chr01,7060887,7074556,Chr11,11282969,11294885,6,ZS01g0129900,ZS11g0267300
Chr01,7307300,7330934,Chr11,10916103,10924478,5,ZS01g0143600,ZS11g0251800
Chr01,7307300,7330934,Chr11,11961634,11964721,4,ZS01g0143600,ZS11g0298600
Chr01,7767906,7779737,Chr11,15365118,15409492,5,ZS01g0152000,ZS11g0378000
Chr01,10116569,10128041,Chr11,7836046,7845768,4,ZS01g0198700,ZS11g0198200
Chr01,10116569,10128041,Chr11,14608445,14622799,5,ZS01g0198700,ZS11g0353200
Chr01,12123656,12131214,Chr11,11023765,11044982,6,ZS01g0249100,ZS11g0253400
Chr01,12123656,12131214,Chr11,16754308,16781934,4,ZS01g0249100,ZS11g0417400
Chr01,12331180,12341176,Chr11,8107242,8116313,4,ZS01g0252400,ZS11g0201700
Chr01,12429897,12434131,Chr11,14608445,14622799,4,ZS01g0253700,ZS11g0353200
Chr01,12686549,12704102,Chr11,22821902,22832091,4,ZS01g0258400,ZS11g0530800
Chr01,12873015,12884185,Chr11,20046626,20061456,5,ZS01g0261400,ZS11g0482900
Chr01,12920297,12957170,Chr11,15317760,15333798,5,ZS01g0262300,ZS11g0366400
Chr01,14140375,14168535,Chr11,13588646,13601619,4,ZS01g0292100,ZS11g0326600
Chr01,15570558,15665151,Chr11,15557455,15566151,4,ZS01g0325600,ZS11g0391100
Chr01,15665774,15676548,Chr11,10494718,10526342,6,ZS01g0326700,ZS11g0234100
Chr01,15730116,15743596,Chr11,5653870,5679598,7,ZS01g0327300,ZS11g0106500
Chr01,15730116,15743596,Chr11,15317760,15333798,5,ZS01g0327300,ZS11g0366400
Chr01,15772983,15805443,Chr11,7836046,7845768,6,ZS01g0328300,ZS11g0198200
Chr01,16092324,16099089,Chr11,13152197,13182182,4,ZS01g0333400,ZS11g0320000
Chr01,16188575,16339967,Chr11,8706884,8711368,7,ZS01g0346500,ZS11g0210600
Chr01,16637312,16641773,Chr11,16110187,16128315,4,ZS01g0354400,ZS11g0408800
Chr01,16867104,16872918,Chr11,17498552,17519849,4,ZS01g0369200,ZS11g0427700
Chr01,17089349,17116079,Chr11,6687662,6705689,8,ZS01g0373700,ZS11g0141900
